Symbol,Strategy,Direction,Exit,Entry Date,Exit Date,Days Held,Entry $,Exit $,PnL $,PnL %
NVDA,DIAGONAL,BEARISH,TIME,2020-03-24,2020-04-08,15,1004.54,995.48,-9.06,-0.7
AVGO,DIAGONAL,BEARISH,TIME,2020-03-25,2020-04-09,15,1043.51,1127.26,83.75,6.8
AVGO,DIAGONAL,BEARISH,TIME,2020-03-26,2020-04-13,18,1197.19,1135.17,-62.02,-5.0
NOW,DIAGONAL,BULLISH,TIME,2020-04-03,2020-04-20,17,1909.42,1847.5,-61.91,-3.2
ANET,DIAGONAL,BEARISH,TIME,2020-04-03,2020-04-20,17,1150.66,867.65,-283.01,-22.9
TSLA,DIAGONAL,BEARISH,TIME,2020-04-08,2020-04-23,15,2072.28,1767.24,-305.03,-14.7
TQQQ,DIAGONAL,BEARISH,TIME,2020-04-09,2020-04-24,15,954.56,745.97,-208.59,-16.9
MRVL,NAKED_LONG,BEARISH,TIME,2020-04-20,2020-04-27,7,825.25,692.83,-132.42,-10.7
CIEN,DIAGONAL,BULLISH,TIME,2020-04-13,2020-04-28,15,1559.34,1273.96,-285.38,-18.3
TQQQ,NAKED_LONG,BEARISH,TIME,2020-04-27,2020-05-04,7,1142.04,1071.71,-70.33,-5.7
MU,NAKED_LONG,BEARISH,TIME,2020-04-28,2020-05-04,6,1442.66,1486.45,43.79,3.0
NVDA,DIAGONAL,BULLISH,TIME,2020-04-20,2020-05-05,15,1213.53,939.09,-274.44,-22.2
GOOGL,DIAGONAL,BEARISH,TIME,2020-04-23,2020-05-08,15,1892.3,1719.47,-172.83,-9.1
TQQQ,NAKED_LONG,BEARISH,TIME,2020-05-05,2020-05-11,6,989.67,1096.24,106.57,8.6
GDX,NAKED_LONG,BULLISH,TIME,2020-05-11,2020-05-18,7,781.51,815.91,34.4,2.8
MU,DIAGONAL,BULLISH,TIME,2020-05-04,2020-05-19,15,1380.97,1233.42,-147.55,-10.7
QCOM,DIAGONAL,BULLISH,TIME,2020-05-04,2020-05-19,15,1786.55,1673.18,-113.38,-6.3
SHOP,CREDIT_SPREAD,BULLISH,TIME,2020-05-08,2020-05-26,18,540.44,414.67,125.78,10.2
NVDA,NAKED_LONG,BEARISH,TIME,2020-05-19,2020-05-26,7,1096.85,1085.66,-11.18,-0.9
NVDA,NAKED_LONG,BEARISH,TIME,2020-05-20,2020-05-26,6,1073.3,1086.9,13.61,1.1
GDX,NAKED_LONG,BULLISH,TIME,2020-05-26,2020-06-01,6,782.94,779.15,-3.79,-0.3
CRWD,DIAGONAL,BULLISH,TIME,2020-05-18,2020-06-02,15,1913.68,2394.23,480.55,25.1
TQQQ,NAKED_LONG,BEARISH,TIME,2020-06-01,2020-06-08,7,1090.45,1199.55,109.09,8.8
AMD,NAKED_LONG,BULLISH,TIME,2020-06-02,2020-06-08,6,1273.16,1247.45,-25.71,-2.0
AMZN,DIAGONAL,BULLISH,TIME,2020-05-26,2020-06-10,15,2942.34,2743.56,-198.78,-6.8
MRVL,NAKED_LONG,BULLISH,TIME,2020-06-08,2020-06-15,7,860.49,859.57,-0.92,-0.1
TQQQ,NAKED_LONG,BEARISH,TIME,2020-06-08,2020-06-15,7,1210.8,1423.87,213.07,17.3
AVGO,NAKED_LONG,BULLISH,TIME,2020-06-10,2020-06-15,5,619.06,633.34,14.28,1.2
VRT,NAKED_LONG,BULLISH,TIME,2020-06-10,2020-06-15,5,1009.06,1043.89,34.83,2.8
COHR,CREDIT_SPREAD,BULLISH,TIME,2020-06-02,2020-06-17,15,551.79,400.62,151.17,12.3
NVDA,NAKED_LONG,BEARISH,TIME,2020-06-15,2020-06-22,7,1150.05,1162.59,12.54,1.0
AAPL,NAKED_LONG,BEARISH,TIME,2020-06-15,2020-06-22,7,1793.32,1878.64,85.31,4.8
TQQQ,NAKED_LONG,BEARISH,TIME,2020-06-17,2020-06-22,5,1142.38,1151.35,8.97,0.7
TSLA,NAKED_LONG,BULLISH,TIME,2020-06-22,2020-06-29,7,1851.99,1862.89,10.9,0.6
VRT,NAKED_LONG,BULLISH,TIME,2020-06-22,2020-06-29,7,1033.87,1057.61,23.74,1.9
ANET,NAKED_LONG,BULLISH,TIME,2020-06-22,2020-06-29,7,948.41,868.78,-79.63,-6.5
TQQQ,DIAGONAL,BULLISH,TIME,2020-06-15,2020-06-30,15,995.64,1120.16,124.52,10.1
SOXL,DIAGONAL,BULLISH,TIME,2020-06-15,2020-06-30,15,905.97,887.04,-18.93,-1.5
AMZN,NAKED_LONG,BULLISH,TIME,2020-06-29,2020-07-06,7,2854.09,3428.89,574.79,20.1
ANET,NAKED_LONG,BULLISH,TIME,2020-06-29,2020-07-06,7,1164.73,1195.62,30.9,2.5
TQQQ,NAKED_LONG,BEARISH,TIME,2020-06-30,2020-07-06,6,857.45,972.43,114.98,9.3
SOXL,NAKED_LONG,BEARISH,TIME,2020-06-30,2020-07-06,6,1045.84,1097.9,52.06,4.2
TQQQ,NAKED_LONG,BEARISH,TIME,2020-07-06,2020-07-13,7,982.81,815.19,-167.62,-13.6
SOXL,NAKED_LONG,BEARISH,TIME,2020-07-06,2020-07-13,7,1110.4,842.6,-267.79,-21.7
NVDA,NAKED_LONG,BEARISH,TIME,2020-07-06,2020-07-13,7,1205.89,1160.49,-45.41,-3.7
VRT,NAKED_LONG,BULLISH,TIME,2020-07-07,2020-07-13,6,1071.9,991.3,-80.6,-6.5
CRWD,DIAGONAL,BULLISH,TIME,2020-07-07,2020-07-22,15,2760.98,2836.69,75.71,2.7
AVGO,NAKED_LONG,BULLISH,TIME,2020-07-22,2020-07-27,5,1159.45,1161.29,1.84,0.1
MU,NAKED_LONG,BEARISH,TIME,2020-07-22,2020-07-27,5,1184.95,1228.81,43.87,3.6
SOXL,DIAGONAL,BULLISH,TIME,2020-07-13,2020-07-28,15,1185.87,1226.96,41.09,3.3
NVDA,DIAGONAL,BULLISH,TIME,2020-07-13,2020-07-28,15,1179.04,1152.44,-26.6,-2.2
NET,DIAGONAL,BULLISH,TIME,2020-07-14,2020-07-29,15,1092.94,1016.12,-76.83,-6.2
SHOP,NAKED_LONG,BEARISH,TIME,2020-07-28,2020-08-03,6,3000.07,3286.12,286.05,9.5
GDX,NAKED_LONG,BULLISH,TIME,2020-07-29,2020-08-03,5,916.83,927.03,10.21,0.8
AMZN,CREDIT_SPREAD,BULLISH,TIME,2020-07-22,2020-08-06,15,248.22,186.88,61.34,5.0
GOOGL,NAKED_LONG,BULLISH,TIME,2020-08-03,2020-08-10,7,1573.67,1575.62,1.94,0.1
TQQQ,NAKED_LONG,BEARISH,TIME,2020-08-03,2020-08-10,7,941.85,905.35,-36.51,-3.0
TQQQ,NAKED_LONG,BEARISH,TIME,2020-08-04,2020-08-10,6,948.37,906.74,-41.63,-3.4
SOXL,NAKED_LONG,BEARISH,TIME,2020-08-04,2020-08-10,6,1092.11,1010.85,-81.26,-6.6
SOXL,NAKED_LONG,BULLISH,TIME,2020-08-06,2020-08-11,5,982.07,896.15,-85.92,-7.0
AMD,CREDIT_SPREAD,BULLISH,TIME,2020-07-28,2020-08-12,15,503.01,566.98,-63.97,-5.2
TQQQ,NAKED_LONG,BULLISH,TIME,2020-08-10,2020-08-17,7,848.24,901.53,53.29,4.3
NVDA,NAKED_LONG,BULLISH,TIME,2020-08-10,2020-08-17,7,1226.73,1445.89,219.17,17.8
MU,NAKED_LONG,BEARISH,TIME,2020-08-10,2020-08-17,7,1121.64,1050.0,-71.63,-5.8
VRT,NAKED_LONG,BEARISH,TIME,2020-08-10,2020-08-17,7,870.36,903.78,33.42,2.7
TQQQ,NAKED_LONG,BULLISH,TIME,2020-08-11,2020-08-17,6,824.43,902.88,78.45,6.4
VRT,NAKED_LONG,BULLISH,TIME,2020-08-12,2020-08-17,5,822.94,847.56,24.62,2.0
MU,NAKED_LONG,BULLISH,TIME,2020-08-17,2020-08-24,7,1032.3,953.7,-78.6,-6.4
NVDA,NAKED_LONG,BEARISH,TIME,2020-08-17,2020-08-24,7,1198.25,1215.59,17.34,1.4
MU,NAKED_LONG,BULLISH,TIME,2020-08-18,2020-08-24,6,1013.11,954.44,-58.67,-4.8
TQQQ,NAKED_LONG,BEARISH,TIME,2020-08-18,2020-08-24,6,1006.63,948.65,-57.98,-4.7
SHOP,NAKED_LONG,BULLISH,TIME,2020-08-24,2020-08-31,7,2507.11,2567.19,60.08,2.4
TQQQ,NAKED_LONG,BEARISH,TIME,2020-08-24,2020-08-31,7,956.36,1032.8,76.44,6.2
AAPL,DIAGONAL,BULLISH,TIME,2020-08-17,2020-09-01,15,2899.99,2913.38,13.39,0.5
NET,DIAGONAL,BULLISH,TIME,2020-08-24,2020-09-08,15,1006.63,834.99,-171.64,-13.9
TQQQ,NAKED_LONG,BEARISH,TIME,2020-08-31,2020-09-08,8,1042.18,1196.77,154.59,12.5
NVDA,NAKED_LONG,BEARISH,TIME,2020-08-31,2020-09-08,8,958.66,1073.09,114.43,9.3
TQQQ,NAKED_LONG,BEARISH,TIME,2020-09-01,2020-09-08,7,1116.55,1199.07,82.52,6.7
NVDA,NAKED_LONG,BEARISH,TIME,2020-09-01,2020-09-08,7,999.29,1074.74,75.46,6.1
VRT,NAKED_LONG,BEARISH,TIME,2020-09-08,2020-09-14,6,844.35,816.02,-28.33,-2.3
VRT,DIAGONAL,BULLISH,TIME,2020-08-31,2020-09-15,15,909.93,783.92,-126.02,-10.2
TQQQ,NAKED_LONG,BEARISH,TIME,2020-09-15,2020-09-21,6,682.83,600.06,-82.77,-6.7
TQQQ,DIAGONAL,BULLISH,TIME,2020-09-08,2020-09-23,15,1074.24,1017.86,-56.38,-4.6
SOXL,DIAGONAL,BULLISH,TIME,2020-09-08,2020-09-23,15,1069.76,1076.23,6.47,0.5
NVDA,DIAGONAL,BULLISH,TIME,2020-09-08,2020-09-23,15,1026.94,1024.4,-2.54,-0.2
AMAT,DIAGONAL,BULLISH,TIME,2020-09-09,2020-09-24,15,1412.21,1372.35,-39.87,-2.8
GOOGL,DIAGONAL,BULLISH,TIME,2020-09-14,2020-09-29,15,1760.84,1668.61,-92.23,-5.2
SOXL,NAKED_LONG,BEARISH,TIME,2020-09-29,2020-10-05,6,765.89,728.91,-36.98,-3.0
SOXL,DIAGONAL,BULLISH,TIME,2020-09-21,2020-10-06,15,1144.41,1102.02,-42.39,-3.4
AMD,DIAGONAL,BULLISH,TIME,2020-09-23,2020-10-08,15,2063.3,2082.48,19.18,0.9
GDX,DIAGONAL,BULLISH,TIME,2020-09-23,2020-10-08,15,853.53,833.87,-19.66,-1.6
VRT,DIAGONAL,BULLISH,TIME,2020-09-24,2020-10-09,15,1126.95,1151.64,24.69,2.0
CIEN,NAKED_LONG,BEARISH,TIME,2020-10-05,2020-10-12,7,960.24,903.99,-56.25,-4.6
NVDA,NAKED_LONG,BEARISH,TIME,2020-10-06,2020-10-12,6,1121.44,1040.31,-81.13,-6.6
NVDA,NAKED_LONG,BULLISH,TIME,2020-10-09,2020-10-14,5,1005.49,979.89,-25.61,-2.1
VRT,NAKED_LONG,BULLISH,TIME,2020-10-12,2020-10-19,7,1140.67,1136.13,-4.54,-0.4
TQQQ,NAKED_LONG,BEARISH,TIME,2020-10-12,2020-10-19,7,699.27,603.66,-95.61,-7.8
CRWD,DIAGONAL,BULLISH,TIME,2020-10-08,2020-10-23,15,3458.9,3116.37,-342.53,-9.9
SOXL,DIAGONAL,BULLISH,TIME,2020-10-14,2020-10-29,15,654.3,536.42,-117.88,-9.6
TQQQ,DIAGONAL,BULLISH,TIME,2020-10-19,2020-11-03,15,1108.1,912.67,-195.43,-15.8
SOXL,DIAGONAL,BULLISH,TIME,2020-10-19,2020-11-03,15,621.27,512.7,-108.57,-8.8
SOXL,NAKED_LONG,BEARISH,PROFIT,2020-11-03,2020-11-05,2,1156.34,1649.84,493.49,40.0
AAPL,DIAGONAL,BULLISH,TIME,2020-10-23,2020-11-09,17,2656.69,2655.3,-1.39,-0.1
TQQQ,NAKED_LONG,BEARISH,TIME,2020-11-03,2020-11-09,6,1040.07,1285.62,245.54,19.9
VRT,NAKED_LONG,BULLISH,TIME,2020-11-05,2020-11-10,5,1097.46,1069.43,-28.03,-2.3
MRVL,DIAGONAL,BULLISH,TIME,2020-10-29,2020-11-13,15,899.98,1185.47,285.49,23.1
AAPL,NAKED_LONG,BULLISH,TIME,2020-11-09,2020-11-16,7,2703.01,2758.49,55.48,2.1
TQQQ,NAKED_LONG,BULLISH,TIME,2020-11-10,2020-11-16,6,1118.65,1236.66,118.02,9.6
TSLA,NAKED_LONG,BULLISH,PROFIT,2020-11-16,2020-11-19,3,3316.84,4702.82,1385.98,41.8
TQQQ,NAKED_LONG,BEARISH,TIME,2020-11-16,2020-11-23,7,697.57,666.89,-30.68,-2.5
AMZN,CREDIT_SPREAD,BULLISH,TIME,2020-11-09,2020-11-24,15,244.88,191.97,52.91,4.3
GDX,NAKED_LONG,BULLISH,TIME,2020-11-19,2020-11-24,5,844.05,802.77,-41.28,-3.3
NVDA,NAKED_LONG,BEARISH,TIME,2020-11-19,2020-11-24,5,1188.78,1125.99,-62.79,-5.1
AVGO,NAKED_LONG,BEARISH,TIME,2020-11-19,2020-11-24,5,792.0,790.58,-1.42,-0.1
NET,DIAGONAL,BULLISH,TIME,2020-11-13,2020-11-30,17,1839.06,2014.07,175.01,9.5
VRT,NAKED_LONG,BEARISH,TIME,2020-11-23,2020-11-30,7,1224.23,1180.46,-43.76,-3.5
GDX,NAKED_LONG,BULLISH,TIME,2020-11-24,2020-11-30,6,807.8,807.38,-0.42,-0.0
TQQQ,NAKED_LONG,BEARISH,TIME,2020-11-24,2020-11-30,6,706.59,618.05,-88.54,-7.2
TQQQ,NAKED_LONG,BEARISH,TIME,2020-11-30,2020-12-07,7,624.13,547.64,-76.49,-6.2
SOXL,NAKED_LONG,BEARISH,TIME,2020-11-30,2020-12-07,7,997.88,1044.1,46.22,3.7
NVDA,NAKED_LONG,BEARISH,TIME,2020-11-30,2020-12-07,7,1094.35,1012.4,-81.95,-6.6
TQQQ,NAKED_LONG,BEARISH,TIME,2020-12-01,2020-12-07,6,650.19,548.36,-101.82,-8.3
SOXL,NAKED_LONG,BEARISH,TIME,2020-12-01,2020-12-07,6,1054.58,1045.9,-8.69,-0.7
SHOP,DIAGONAL,BULLISH,TIME,2020-11-24,2020-12-09,15,3094.76,2580.4,-514.35,-16.6
AMZN,NAKED_LONG,BULLISH,TIME,2020-12-07,2020-12-14,7,3454.98,3259.08,-195.91,-5.7
TQQQ,NAKED_LONG,BEARISH,TIME,2020-12-07,2020-12-14,7,1105.3,952.54,-152.76,-12.4
NVDA,NAKED_LONG,BULLISH,TIME,2020-12-09,2020-12-14,5,1129.22,1124.32,-4.9,-0.4
SOXL,NAKED_LONG,BULLISH,TIME,2020-12-10,2020-12-15,5,816.66,824.53,7.87,0.6
AAPL,NAKED_LONG,BULLISH,TIME,2020-12-14,2020-12-21,7,2501.7,2703.55,201.85,8.1
NVDA,NAKED_LONG,BEARISH,TIME,2020-12-14,2020-12-21,7,1094.98,1070.85,-24.13,-2.0
TQQQ,NAKED_LONG,BEARISH,TIME,2020-12-15,2020-12-21,6,995.03,980.6,-14.43,-1.2
ZS,CREDIT_SPREAD,BULLISH,TIME,2020-12-07,2020-12-22,15,371.35,357.19,14.16,1.1
TQQQ,NAKED_LONG,BULLISH,TIME,2020-12-21,2020-12-28,7,965.46,986.35,20.89,1.7
SOXL,NAKED_LONG,BULLISH,TIME,2020-12-21,2020-12-28,7,787.89,773.32,-14.58,-1.2
AMD,NAKED_LONG,BULLISH,TIME,2020-12-21,2020-12-28,7,2121.61,2078.29,-43.32,-2.0
SOXL,NAKED_LONG,BULLISH,TIME,2020-12-22,2020-12-28,6,777.19,774.38,-2.81,-0.2
SOXL,NAKED_LONG,BULLISH,TIME,2020-12-23,2020-12-28,5,766.14,775.45,9.3,0.8
MSTR,CREDIT_SPREAD,BULLISH,TIME,2020-12-14,2020-12-29,15,648.06,684.38,-36.32,-2.9
MSTR,NAKED_LONG,BEARISH,TIME,2021-01-04,2021-01-11,7,1664.38,1864.54,200.17,12.0
AAPL,DIAGONAL,BULLISH,TIME,2021-01-04,2021-01-19,15,2839.99,2736.84,-103.15,-3.6
AMZN,DIAGONAL,BULLISH,TIME,2021-01-04,2021-01-19,15,3407.28,3279.4,-127.88,-3.8
META,NAKED_LONG,BEARISH,TIME,2021-01-19,2021-01-25,6,5936.91,6362.22,425.31,7.2
MSTR,DIAGONAL,BULLISH,TIME,2021-01-11,2021-01-26,15,1701.75,2257.91,556.16,32.7
GOOGL,NAKED_LONG,BEARISH,TIME,2021-01-25,2021-02-01,7,2056.76,2199.29,142.54,6.9
TQQQ,NAKED_LONG,BEARISH,TIME,2021-01-26,2021-02-01,6,1395.57,1536.21,140.64,10.1
MSTR,DIAGONAL,BEARISH,PROFIT,2021-02-01,2021-02-08,7,3080.22,5085.88,2005.66,65.1
VRT,NAKED_LONG,BEARISH,TIME,2021-02-01,2021-02-08,7,947.26,985.68,38.41,2.7
NVDA,DIAGONAL,BULLISH,TIME,2021-01-25,2021-02-09,15,1331.64,1307.44,-24.19,-1.7
AVGO,DIAGONAL,BULLISH,TIME,2021-01-25,2021-02-09,15,902.05,922.81,20.76,1.5
MU,DIAGONAL,BULLISH,TIME,2021-01-25,2021-02-09,15,1908.07,1982.07,74.0,3.9
CRWD,NAKED_LONG,BULLISH,TIME,2021-02-08,2021-02-16,8,5372.26,5709.7,337.44,6.3
TQQQ,NAKED_LONG,BEARISH,TIME,2021-02-08,2021-02-16,8,804.67,776.06,-28.61,-2.0
ANET,NAKED_LONG,BULLISH,TIME,2021-02-09,2021-02-16,7,1270.34,1234.67,-35.68,-2.6
NOW,NAKED_LONG,BULLISH,TIME,2021-02-16,2021-02-22,6,2765.49,2596.4,-169.09,-6.1
GDX,NAKED_LONG,BULLISH,TIME,2021-02-16,2021-02-22,6,710.97,723.38,12.41,0.9
SOXL,NAKED_LONG,BEARISH,TIME,2021-02-16,2021-02-22,6,1988.35,1790.31,-198.04,-10.0
GOOGL,DIAGONAL,BULLISH,TIME,2021-02-09,2021-02-24,15,2524.91,2355.44,-169.47,-6.7
TQQQ,NAKED_LONG,BULLISH,TIME,2021-02-22,2021-03-01,7,1316.89,1387.52,70.63,5.1
MSFT,NAKED_LONG,BULLISH,TIME,2021-02-22,2021-03-01,7,4780.94,4773.54,-7.4,-0.2
AAPL,NAKED_LONG,BULLISH,TIME,2021-02-24,2021-03-01,5,2610.79,2735.51,124.72,4.8
NET,DIAGONAL,BULLISH,TIME,2021-02-16,2021-03-03,15,2379.39,1912.21,-467.18,-19.6
GDX,NAKED_LONG,BULLISH,TIME,2021-03-01,2021-03-08,7,1333.5,1326.24,-7.26,-0.5
CRM,NAKED_LONG,BULLISH,TIME,2021-03-01,2021-03-08,7,4966.78,4754.49,-212.28,-4.3
TQQQ,NAKED_LONG,BEARISH,TIME,2021-03-01,2021-03-08,7,765.8,643.17,-122.62,-8.8
NVDA,NAKED_LONG,BEARISH,TIME,2021-03-01,2021-03-08,7,1140.59,1033.56,-107.02,-7.7
TSLA,DIAGONAL,BULLISH,PROFIT,2021-03-08,2021-03-15,7,5528.06,8068.31,2540.25,46.0
TQQQ,DIAGONAL,BULLISH,TIME,2021-03-03,2021-03-18,15,1252.21,1459.62,207.42,14.8
MSFT,NAKED_LONG,BULLISH,TIME,2021-03-15,2021-03-22,7,4849.49,4899.68,50.19,1.0
AMZN,NAKED_LONG,BULLISH,TIME,2021-03-15,2021-03-22,7,3363.64,3417.89,54.25,1.6
SHOP,DIAGONAL,BULLISH,TIME,2021-03-08,2021-03-23,15,3090.15,3122.09,31.94,1.0
TQQQ,NAKED_LONG,BEARISH,TIME,2021-03-22,2021-03-29,7,907.64,804.46,-103.18,-7.4
SOXL,NAKED_LONG,BEARISH,TIME,2021-03-22,2021-03-29,7,2179.4,1975.86,-203.53,-9.3
NVDA,NAKED_LONG,BEARISH,TIME,2021-03-22,2021-03-29,7,1226.56,1103.45,-123.11,-8.8
VRT,NAKED_LONG,BULLISH,TIME,2021-03-23,2021-03-29,6,1370.06,1290.82,-79.25,-5.7
IWM,NAKED_LONG,BULLISH,TIME,2021-03-23,2021-03-29,6,4658.61,4518.18,-140.43,-3.0
NVDA,NAKED_LONG,BEARISH,TIME,2021-03-29,2021-04-05,7,1114.46,1161.1,46.64,3.3
TQQQ,NAKED_LONG,BULLISH,TIME,2021-03-30,2021-04-05,6,713.94,793.24,79.31,5.7
MSTR,CREDIT_SPREAD,BULLISH,TIME,2021-03-23,2021-04-07,15,722.09,541.43,180.67,12.9
TQQQ,NAKED_LONG,BEARISH,TIME,2021-04-05,2021-04-12,7,886.7,753.09,-133.6,-9.6
NVDA,NAKED_LONG,BEARISH,TIME,2021-04-05,2021-04-12,7,1172.26,1080.93,-91.34,-6.5
SOXL,NAKED_LONG,BULLISH,TIME,2021-04-07,2021-04-12,5,1681.51,1570.78,-110.72,-6.6
TSLA,DIAGONAL,BULLISH,TIME,2021-03-29,2021-04-13,15,7054.72,7014.1,-40.61,-0.6
SOXL,DIAGONAL,BULLISH,TIME,2021-03-30,2021-04-14,15,1613.5,1443.24,-170.26,-10.6
SOXL,NAKED_LONG,BULLISH,TIME,2021-04-12,2021-04-19,7,1585.1,1364.6,-220.5,-13.9
AMD,NAKED_LONG,BULLISH,TIME,2021-04-12,2021-04-19,7,1836.38,1897.27,60.89,3.3
SOXL,NAKED_LONG,BULLISH,TIME,2021-04-13,2021-04-19,6,1556.37,1367.06,-189.31,-12.2
QCOM,NAKED_LONG,BULLISH,TIME,2021-04-13,2021-04-19,6,2823.49,2769.44,-54.06,-1.9
NVDA,NAKED_LONG,BEARISH,TIME,2021-04-13,2021-04-19,6,1126.05,1148.05,21.99,1.6
SOXL,NAKED_LONG,BULLISH,TIME,2021-04-14,2021-04-19,5,1508.86,1369.51,-139.35,-9.2
SOXL,NAKED_LONG,BULLISH,TIME,2021-04-19,2021-04-26,7,1381.66,1365.43,-16.24,-1.2
META,NAKED_LONG,BULLISH,TIME,2021-04-19,2021-04-26,7,6520.73,6410.58,-110.15,-1.7
TQQQ,NAKED_LONG,BULLISH,TIME,2021-04-20,2021-04-26,6,1309.98,1323.91,13.94,1.0
SOXL,NAKED_LONG,BULLISH,TIME,2021-04-20,2021-04-26,6,1311.48,1367.79,56.31,4.0
GDX,NAKED_LONG,BULLISH,TIME,2021-04-26,2021-05-03,7,738.3,728.93,-9.37,-0.7
TQQQ,NAKED_LONG,BEARISH,TIME,2021-04-26,2021-05-03,7,1396.73,1224.98,-171.76,-12.3
SOXL,NAKED_LONG,BEARISH,TIME,2021-04-26,2021-05-03,7,1534.23,1176.55,-357.67,-23.3
NVDA,NAKED_LONG,BEARISH,TIME,2021-04-26,2021-05-03,7,1159.36,1093.03,-66.33,-4.7
COHR,NAKED_LONG,BULLISH,TIME,2021-04-27,2021-05-03,6,1838.83,1639.47,-199.36,-10.8
NVDA,DIAGONAL,BULLISH,TIME,2021-04-19,2021-05-04,15,1143.94,1028.34,-115.6,-8.3
TQQQ,NAKED_LONG,BULLISH,TIME,2021-05-03,2021-05-10,7,1199.4,1191.11,-8.29,-0.6
SOXL,NAKED_LONG,BULLISH,TIME,2021-05-03,2021-05-10,7,1083.77,1078.8,-4.97,-0.4
TQQQ,NAKED_LONG,BULLISH,TIME,2021-05-04,2021-05-10,6,1181.04,1192.63,11.6,0.8
SOXL,NAKED_LONG,BULLISH,TIME,2021-05-04,2021-05-10,6,1038.1,1080.72,42.63,3.0
GDX,NAKED_LONG,BEARISH,TIME,2021-05-10,2021-05-17,7,759.78,823.63,63.85,4.6
NVDA,DIAGONAL,BULLISH,TIME,2021-05-03,2021-05-18,15,1093.84,945.86,-147.98,-10.6
NVDA,DIAGONAL,BULLISH,TIME,2021-05-04,2021-05-19,15,1073.51,946.47,-127.04,-9.1
NOW,DIAGONAL,BULLISH,TIME,2021-05-10,2021-05-25,15,2328.34,2336.29,7.95,0.3
TQQQ,DIAGONAL,BULLISH,TIME,2021-05-11,2021-05-26,15,1204.55,1355.95,151.4,10.8
TQQQ,DIAGONAL,BULLISH,TIME,2021-05-12,2021-05-27,15,1160.87,1338.98,178.12,12.7
MSTR,DIAGONAL,BULLISH,TIME,2021-05-17,2021-06-01,15,1584.77,1463.03,-121.75,-7.7
TQQQ,NAKED_LONG,BEARISH,TIME,2021-05-26,2021-06-01,6,750.53,732.44,-18.09,-1.3
GDX,NAKED_LONG,BULLISH,TIME,2021-05-27,2021-06-01,5,800.64,788.33,-12.31,-0.9
TQQQ,DIAGONAL,BULLISH,TIME,2021-05-18,2021-06-02,15,1245.8,1311.73,65.93,4.7
AAPL,DIAGONAL,BULLISH,TIME,2021-05-19,2021-06-03,15,2638.95,2526.4,-112.54,-4.3
AAPL,NAKED_LONG,BULLISH,TIME,2021-06-01,2021-06-07,6,2593.06,2589.89,-3.18,-0.1
AMD,NAKED_LONG,BEARISH,TIME,2021-06-01,2021-06-07,6,1714.94,1748.34,33.4,1.9
